p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.03165149649585e-91,4.50113542730403,0.815,0.521,2.06330299299171e-88,12,Vps37b
1.09259503351974e-46,4.49119361163539,0.552,0.209,2.18519006703949e-43,12,2310067P03Rik
3.92351361112627e-27,4.48409511593428,0.594,0.414,7.84702722225253e-24,12,Gab3
2.99006317030653e-101,4.46823138302725,0.838,0.526,5.98012634061307e-98,12,Ets1
1.12658539568573e-74,4.45699284900878,0.695,0.431,2.25317079137146e-71,12,Gm20186
2.15546856781833e-80,4.44768462541323,0.802,0.523,4.31093713563665e-77,12,Pkp4
1.2718959056456e-68,4.43820412942165,0.763,0.451,2.5437918112912e-65,12,S100a10
5.45346928297679e-14,4.43315680133232,0.506,0.362,1.09069385659536e-10,12,Prickle1
8.49460538924967e-08,4.35644344804178,0.295,0.258,0.000169892107784993,12,Itgb3
1.20963448599242e-126,4.29926190553111,0.542,0.078,2.41926897198484e-123,12,4930447C04Rik
1.69373382913826e-35,4.2957940413346,0.62,0.448,3.38746765827653e-32,12,4930414F18Rik
7.33316286766982e-25,4.28272506144593,0.445,0.197,1.46663257353396e-21,12,Serpine2
7.08388219912148e-86,4.2529172179685,0.731,0.361,1.4167764398243e-82,12,Trbc2
4.8528233170908e-71,4.20265229033935,0.727,0.481,9.70564663418159e-68,12,Auts2
3.76241924320807e-80,4.14890484760467,0.416,0.027,7.52483848641614e-77,12,Adgrl4
2.3051372134042e-88,4.14475399811726,0.773,0.403,4.6102744268084e-85,12,Ablim1
5.41921780389099e-17,4.14091345357732,0.494,0.294,1.0838435607782e-13,12,Npas2
1.76066891279867e-06,4.13682830876985,0.425,0.296,0.00352133782559733,12,Acpp
2.3309589640491e-26,4.11441979439431,0.445,0.189,4.66191792809819e-23,12,Cpne4
1.76064883523077e-49,4.09689423821927,0.542,0.194,3.52129767046153e-46,12,Olfr1033
7.32205468547509e-68,4.05769614870102,0.705,0.368,1.46441093709502e-64,12,Gmds
4.72754201931675e-77,4.05727980942416,0.494,0.123,9.45508403863349e-74,12,Lhfpl3
8.64532211574659e-39,4.03030784861549,0.643,0.397,1.72906442314932e-35,12,Cd4
4.11382997311671e-138,4.00962540164037,0.951,0.58,8.22765994623341e-135,12,Ltb
2.48202566847216e-62,3.95774940659288,0.597,0.303,4.96405133694432e-59,12,Parvb
0,3.92874731895449,0.578,0.046,0,12,Armcx4
3.32476726405478e-97,3.91743532169879,0.76,0.285,6.64953452810956e-94,12,Ms4a4c
2.39192533734577e-13,3.90150841359859,0.487,0.392,4.78385067469154e-10,12,Ccdc148
5.55718169260601e-88,3.89182496943464,0.63,0.184,1.1114363385212e-84,12,Tnfsf8
6.3582946504795e-08,3.8912864544413,0.474,0.443,0.00012716589300959,12,Ctla4
1.85106214524289e-71,3.88489584351377,0.769,0.488,3.70212429048577e-68,12,Ikzf2
1.90648882080634e-41,3.87617490729861,0.575,0.277,3.81297764161268e-38,12,Dnajc6
5.2987900284109e-76,3.87150895207866,0.701,0.378,1.05975800568218e-72,12,Lef1
1.83749351018605e-74,3.83742674664811,0.714,0.393,3.67498702037211e-71,12,Nrg2
2.21570369281496e-90,3.83529878912511,0.578,0.177,4.43140738562991e-87,12,Ccdc152
5.55334895544042e-62,3.82685184962029,0.679,0.361,1.11066979108808e-58,12,Cd7
1.97600066066133e-78,3.7278407999468,0.714,0.423,3.95200132132266e-75,12,Crim1
1.8664832720947e-110,3.72548091327783,0.802,0.373,3.7329665441894e-107,12,Grap2
7.08023960720299e-40,3.68676633127211,0.425,0.042,1.4160479214406e-36,12,1200007C13Rik
9.52060467578644e-124,3.66165537913989,0.919,0.581,1.90412093515729e-120,12,Fli1
8.31428847310884e-07,3.65250287676892,0.286,0.288,0.00166285769462177,12,Gimap7
1.04482971691998e-29,3.64902977320568,0.685,0.63,2.08965943383996e-26,12,Gem
7.61292221349045e-34,3.64747789307,0.438,0.101,1.52258444269809e-30,12,Sorcs1
8.73832204381878e-109,3.64714001383034,0.571,0.115,1.74766440876376e-105,12,Mpdz
4.52856136181709e-86,3.63577714303826,0.013,0.169,9.05712272363419e-83,12,Chrna9
7.29508320209137e-21,3.62939139110425,0.422,0.125,1.45901664041827e-17,12,Plpp3
5.02753233963539e-157,3.62403270416081,0.968,0.462,1.00550646792708e-153,12,Ly6e
3.19461365357371e-37,3.61356671502069,0.513,0.204,6.38922730714742e-34,12,Ackr3
5.66613009195481e-14,3.57470685587294,0.377,0.071,1.13322601839096e-10,12,Serpina3f
2.04099087660602e-81,3.57065430669964,0.766,0.429,4.08198175321205e-78,12,Nrp1
5.61894395387439e-123,3.52771164768698,0.932,0.627,1.12378879077488e-119,12,Tnik
1.85181328137656e-296,3.5195020089102,0.529,0.039,3.70362656275312e-293,12,Rnf32
1.03295857655773e-78,3.49958056738838,0.753,0.438,2.06591715311547e-75,12,Pecam1
1.25313805404276e-72,3.49313223033145,0.786,0.501,2.50627610808552e-69,12,Slco3a1
5.99990174254168e-143,3.47237057331211,0.974,0.691,1.19998034850834e-139,12,St6galnac3
5.16302388359514e-57,3.38543474636175,0.695,0.439,1.03260477671903e-53,12,Ipcef1
2.51870400906056e-100,3.37819356797777,0.873,0.631,5.03740801812113e-97,12,Sik1
3.65200101952042e-21,3.36692411362171,0.464,0.197,7.30400203904083e-18,12,Mctp2
1.72912039405943e-30,3.34342324431163,0.61,0.452,3.45824078811887e-27,12,Tgm2
6.03199711353771e-82,3.34015411906637,0.558,0.125,1.20639942270754e-78,12,Cpe
4.15998187290592e-69,3.33648021484493,0.542,0.209,8.31996374581184e-66,12,Mpz
3.15989682189286e-29,3.27829310501175,0.627,0.489,6.31979364378573e-26,12,Cd69
1.94530800406079e-21,3.25637830876121,0.607,0.495,3.89061600812157e-18,12,Bzw2
2.01498026300351e-08,3.23351206460778,0.406,0.233,4.02996052600702e-05,12,Areg
7.9044672698753e-79,3.16242681972282,0.779,0.49,1.58089345397506e-75,12,Myo1e
1.11182209613796e-93,3.12577647642712,0.571,0.132,2.22364419227592e-90,12,Alkal2
3.04718781074925e-27,3.12443940920517,0.555,0.387,6.09437562149851e-24,12,Abcb1b
1.09256883610623e-80,3.10827578285653,0.782,0.491,2.18513767221246e-77,12,Mllt3
3.41439735367873e-28,3.07828473204899,0.597,0.457,6.82879470735746e-25,12,Nr3c2
5.97406393893776e-82,3.06934371684057,0.646,0.243,1.19481278778755e-78,12,Zbtb16
1.84799235946048e-15,3.06893784701347,0.399,0.181,3.69598471892095e-12,12,Vwc2
1.39338322601103e-30,3.06758412528718,0.529,0.301,2.78676645202206e-27,12,Gimap4
1.55018186694798e-44,3.06633957644222,0.701,0.491,3.10036373389597e-41,12,Satb1
7.22998291874308e-42,3.04267714684443,0.653,0.477,1.44599658374861e-38,12,Lmna
2.10191449318412e-44,3.03959697324707,0.721,0.532,4.20382898636824e-41,12,Gcnt2
1.95680371079263e-09,3.03606861727509,0.383,0.144,3.91360742158526e-06,12,Gm50020
4.11373878439221e-54,3.0234924564776,0.773,0.573,8.22747756878443e-51,12,Tgfbr2
1.54772528787298e-15,3.01733809813413,0.458,0.245,3.09545057574596e-12,12,Dsg2
2.40025543040779e-70,3.01130154454877,0.562,0.203,4.80051086081557e-67,12,Tnfsf10
4.57026093089413e-101,2.98076326741534,0.815,0.45,9.14052186178826e-98,12,Selenop
5.64777055894112e-91,2.97971263030716,0.513,0.069,1.12955411178822e-87,12,Fbn2
5.97406088884195e-15,2.9620383100457,0.5,0.312,1.19481217776839e-11,12,Gas7
1.04611089605429e-60,2.96141512991131,0.364,0.058,2.09222179210857e-57,12,Klrg1
6.22726114567642e-60,2.95528552789335,0.821,0.64,1.24545222913528e-56,12,Ier2
6.12432282152437e-26,2.95218818606445,0.594,0.413,1.22486456430487e-22,12,Fhit
3.77793585928031e-82,2.94084855479253,0.867,0.609,7.55587171856062e-79,12,Arhgap26
2.20214905637509e-13,2.93631316040519,0.497,0.328,4.40429811275017e-10,12,Zfp521
2.14173432743146e-31,2.91934155455288,0.146,0.208,4.28346865486293e-28,12,Pdgfrb
2.62758033170169e-71,2.91560215507203,0.795,0.525,5.25516066340339e-68,12,Ckb
4.65429433394311e-14,2.90462735021756,0.562,0.493,9.30858866788623e-11,12,Prkn
5.35782829967786e-24,2.89766004469631,0.539,0.387,1.07156565993557e-20,12,Kalrn
6.3489003908544e-39,2.89317264994715,0.666,0.412,1.26978007817088e-35,12,Maml3
1.32755099335276e-67,2.88570117032913,0.893,0.73,2.65510198670552e-64,12,Fos
1.33007830495686e-07,2.86845761604187,0.448,0.353,0.000266015660991373,12,Gbp7
1.98139107104449e-15,2.86305559074053,0.419,0.188,3.96278214208899e-12,12,Hbegf
3.33476209493636e-79,2.85148719774313,0.731,0.404,6.66952418987271e-76,12,Cebpb
6.22931277272685e-29,2.8458113808474,0.198,0.372,1.24586255454537e-25,12,St3gal6
5.49359355124493e-101,2.840536980317,0.558,0.148,1.09871871024899e-97,12,Aspa
8.28137973367882e-36,2.83826226840145,0.656,0.498,1.65627594673576e-32,12,Pard3b
2.97143285243765e-74,2.82575389687233,0.714,0.406,5.9428657048753e-71,12,Skap1
4.90611313698932e-33,2.81735327918592,0.614,0.472,9.81222627397865e-30,12,Cd84
7.47990598794724e-10,2.81185198092964,0.506,0.445,1.49598119758945e-06,12,Elovl6
1.48002445722387e-106,2.80328839477711,0.588,0.158,2.96004891444775e-103,12,Tfpi
1.68439918385856e-09,2.77931851698095,0.244,0.233,3.36879836771713e-06,12,Zfp423
1.01000563586124e-81,2.76793207811324,0.851,0.568,2.02001127172249e-78,12,Chn2
7.42060004711507e-36,2.73938648703502,0.64,0.427,1.48412000942301e-32,12,Itgal
3.22330235198674e-62,2.73142426805021,0.786,0.599,6.44660470397347e-59,12,Rhob
6.32833280675389e-31,2.7247508867609,0.127,0.114,1.26566656135078e-27,12,Sema5a
7.34750482928462e-75,2.7171421125443,0.779,0.493,1.46950096585692e-71,12,Setbp1
2.99075854613065e-70,2.71466922114287,0.646,0.305,5.98151709226129e-67,12,Xylt1
2.66960960246652e-19,2.71272524813266,0.545,0.366,5.33921920493305e-16,12,Airn
2.95296581031011e-38,2.7082372353357,0.523,0.216,5.90593162062021e-35,12,Aoah
5.20292196239013e-09,2.68509277560644,0.471,0.37,1.04058439247803e-05,12,Cd200r1
2.50260659442633e-53,2.66990200387705,0.744,0.479,5.00521318885266e-50,12,Sptbn1
3.5924031429684e-12,2.66727871119143,0.578,0.559,7.1848062859368e-09,12,Fosl2
1.32044550691635e-20,2.64121464951198,0.627,0.49,2.6408910138327e-17,12,Mndal
2.244314138145e-66,2.6242390235054,0.818,0.574,4.48862827629e-63,12,Kit
5.30972023855329e-54,2.61780225556891,0.825,0.588,1.06194404771066e-50,12,Wwox
8.43570413851665e-16,2.61520386375235,0.568,0.463,1.68714082770333e-12,12,Meis1
1.12835098342768e-43,2.60785245922389,0.701,0.448,2.25670196685537e-40,12,Serpina3g
2.1490242941246e-51,2.60247747274089,0.607,0.387,4.29804858824919e-48,12,Wnt5b
2.31860977876103e-33,2.58574249890597,0.698,0.531,4.63721955752205e-30,12,Cd53
2.91455944273983e-42,2.5700659345629,0.731,0.526,5.82911888547966e-39,12,Rac2
5.35326857267664e-36,2.56358701053959,0.675,0.524,1.07065371453533e-32,12,Bach2
1.44835758775147e-40,2.5319073785524,0.607,0.43,2.89671517550295e-37,12,Macrod2
2.34816265403967e-37,2.51581644725707,0.721,0.549,4.69632530807934e-34,12,Gng2
4.89171754402683e-14,2.50778184246491,0.367,0.045,9.78343508805365e-11,12,S1pr3
1.87449713944e-71,2.4972537558135,0.899,0.817,3.74899427888e-68,12,Jun
5.58810549795502e-40,2.49211815254448,0.016,0.133,1.117621099591e-36,12,Mmp15
3.05540747455546e-70,2.48778976911174,0.818,0.551,6.11081494911092e-67,12,Zfp36l2
7.06560168513816e-64,2.47579857696506,0.802,0.532,1.41312033702763e-60,12,Arid5b
2.24149698467629e-07,2.47435279172736,0.282,0.361,0.000448299396935258,12,Fry
4.85989749426853e-37,2.46994051817359,0.63,0.471,9.71979498853706e-34,12,Socs3
1.92133517622054e-07,2.46280968012035,0.013,0.152,0.000384267035244107,12,Bglap3
3.82621228042596e-69,2.44932260659142,0.818,0.539,7.65242456085191e-66,12,Ptpn22
4.06679988063896e-10,2.44142037027382,0.607,0.626,8.13359976127791e-07,12,Eprs
1.1738245599845e-50,2.4401367176112,0.88,0.821,2.347649119969e-47,12,Fosb
7.69055706605355e-35,2.43896769609169,0.545,0.329,1.53811141321071e-31,12,Filip1
3.9042660338297e-52,2.42481170878007,0.799,0.644,7.80853206765939e-49,12,Asb2
6.55636679829753e-73,2.40981792693702,0.886,0.666,1.31127335965951e-69,12,Ifngr1
8.64392470675278e-34,2.40886493882507,0.669,0.491,1.72878494135056e-30,12,Iqgap2
4.21490793814567e-24,2.39799399254242,0.607,0.528,8.42981587629133e-21,12,Man1c1
4.48294856617018e-58,2.3866389386829,0.672,0.343,8.96589713234037e-55,12,Atp8b4
5.60266653967494e-29,2.38503856451507,0.231,0.082,1.12053330793499e-25,12,Tspan18
1.22922478280352e-52,2.3633057767262,0.821,0.619,2.45844956560703e-49,12,Prkch
4.94577386790964e-39,2.35726316658281,0.419,0.156,9.89154773581928e-36,12,Reln
7.98378474091176e-87,2.33655226222538,0.945,0.728,1.59675694818235e-83,12,Ikzf1
9.36403545332328e-09,2.33029927588845,0.386,0.293,1.87280709066466e-05,12,Nrip3
6.54014538261533e-13,2.32886208549382,0.481,0.376,1.30802907652307e-09,12,Dnal1
3.34685653068533e-07,2.29071087002081,0.529,0.502,0.000669371306137067,12,Trf
9.89223350955769e-49,2.28480330987466,0.799,0.614,1.97844670191154e-45,12,Plekhg1
1.41250322162805e-36,2.26644014788852,0.695,0.552,2.82500644325609e-33,12,Sla
5.16503727835497e-36,2.24860376752922,0.63,0.449,1.03300745567099e-32,12,Hivep3
1.21856589165755e-16,2.22928090576496,0.711,0.692,2.4371317833151e-13,12,Tiparp
1.65799879678112e-25,2.21593470092323,0.714,0.57,3.31599759356225e-22,12,Mast4
1.41743164700047e-112,2.20385145679462,0.968,0.578,2.83486329400094e-109,12,Arhgap15
5.95303883571734e-50,2.19995484714885,0.646,0.472,1.19060776714347e-46,12,Lamc1
6.07291618776229e-57,2.19946338282526,0.737,0.508,1.21458323755246e-53,12,Lcp2
1.68469673377292e-79,2.1939843487777,0.925,0.666,3.36939346754583e-76,12,Gpr183
8.11720694728943e-40,2.16805195884582,0.744,0.575,1.62344138945789e-36,12,Nr4a1
1.79157678444713e-11,2.16741689131459,0.227,0.363,3.58315356889426e-08,12,C2
2.95983168180272e-69,2.15994099469363,0.873,0.61,5.91966336360544e-66,12,Itpr1
6.27752357544694e-29,2.15825099211714,0.584,0.366,1.25550471508939e-25,12,Samd9l
2.92296813227644e-51,2.15169902550144,0.555,0.288,5.84593626455289e-48,12,Stab2
1.91420234771176e-11,2.14256598348716,0.468,0.351,3.82840469542353e-08,12,Ncald
8.55425294518864e-99,2.14141714161279,0.964,0.724,1.71085058903773e-95,12,Dscam
3.33614499082753e-20,2.11333796073819,0.675,0.616,6.67228998165505e-17,12,Runx3
9.83217768129542e-38,2.10832768013577,0.623,0.476,1.96643553625908e-34,12,Anxa1
5.05350697848646e-62,2.10422410484922,0.89,0.72,1.01070139569729e-58,12,Slc38a1
3.01456403907091e-08,2.0981239107607,0.019,0.132,6.02912807814182e-05,12,Il4
4.49443907230091e-16,2.09441902053944,0.558,0.461,8.98887814460183e-13,12,Klhl6
9.6032425225454e-87,2.0932068931076,0.925,0.689,1.92064850450908e-83,12,Fcer1g
1.93861579791012e-06,2.08553991924606,0.266,0.387,0.00387723159582025,12,Gm11290
7.29629786609443e-58,2.07262695032452,0.75,0.537,1.45925957321889e-54,12,Egr1
1.72050225739161e-08,2.07244859373965,0.253,0.336,3.44100451478323e-05,12,Pde1c
4.61307396721813e-09,2.06364228600574,0.555,0.539,9.22614793443627e-06,12,Emp3
4.84566365174467e-15,2.03433094813884,0.179,0.14,9.69132730348934e-12,12,Rnase4
1.16825852410786e-40,2.02809911190882,0.516,0.2,2.33651704821572e-37,12,Ms4a4b
5.22367569053524e-30,1.99581706551739,0.653,0.481,1.04473513810705e-26,12,Aopep
2.57564692996735e-13,1.98617023305585,0.201,0.266,5.15129385993471e-10,12,Tspan4
2.80153745068343e-08,1.98063769465233,0.029,0.223,5.60307490136687e-05,12,Spry4
4.1719736165239e-16,1.97783033386205,0.568,0.458,8.3439472330478e-13,12,Unc119
1.47180414837895e-70,1.96560940528395,0.604,0.225,2.9436082967579e-67,12,Tgfbr3
1.77656946701754e-47,1.96348195353213,0.925,0.856,3.55313893403509e-44,12,Btg2
2.98797336430105e-29,1.95075796051968,0.727,0.574,5.9759467286021e-26,12,Camk2d
6.11892794601301e-60,1.95036086545688,0.565,0.272,1.2237855892026e-56,12,Vcan
1.59720343926453e-23,1.94072742214497,0.49,0.271,3.19440687852905e-20,12,Lpar1
6.83625947750533e-42,1.93580442856208,0.123,0.31,1.36725189550107e-38,12,Srm
4.44595133117804e-45,1.92226221814519,0.519,0.185,8.89190266235609e-42,12,Lgals9
1.38626493508033e-41,1.92035698538889,0.675,0.479,2.77252987016067e-38,12,Nme1
4.17723335273823e-12,1.90071839110913,0.545,0.464,8.35446670547647e-09,12,Tagap
2.10290669709302e-49,1.89987423266277,0.016,0.133,4.20581339418603e-46,12,Ptpn13
2.4303253697171e-20,1.89336351468102,0.604,0.547,4.8606507394342e-17,12,Gm15261
5.48251541145909e-21,1.87850325869705,0.588,0.396,1.09650308229182e-17,12,Mef2c
1.73360329147437e-12,1.85784508711845,0.029,0.253,3.46720658294875e-09,12,Gm15169
2.7034797083188e-28,1.85473032411912,0.62,0.509,5.4069594166376e-25,12,Cenpa
4.05283241021202e-15,1.85363422851214,0.237,0.375,8.10566482042404e-12,12,Fam169b
1.97535795295288e-23,1.85049152897503,0.234,0.512,3.95071590590576e-20,12,Tmx4
2.0775588797728e-71,1.84675861679341,0.588,0.235,4.1551177595456e-68,12,Grip1
2.0502164033067e-44,1.83000963401142,0.779,0.597,4.1004328066134e-41,12,Stap1
1.45742162780246e-55,1.81716718390385,0.753,0.561,2.91484325560492e-52,12,Arhgap6
2.20251763556035e-23,1.8144493814477,0.74,0.629,4.4050352711207e-20,12,Arhgap18
5.4197072023392e-15,1.80233331313086,0.636,0.584,1.08394144046784e-11,12,Dhx40
9.75967467713307e-41,1.74778322353597,0.513,0.232,1.95193493542661e-37,12,Meox1
1.44582775767266e-41,1.73889989769254,0.63,0.45,2.89165551534533e-38,12,Slc2a3
1.91562815812949e-111,1.73693826789074,0.01,0.064,3.83125631625898e-108,12,Timp4
1.63379477071966e-20,1.72613565038042,0.773,0.672,3.26758954143932e-17,12,Arl5b
1.69641345635197e-19,1.72250307389681,0.685,0.598,3.39282691270394e-16,12,Ralgapa2
4.44110147770354e-36,1.67903112835519,0.61,0.456,8.88220295540709e-33,12,Hmgn5
2.49533408310438e-16,1.67109079662187,0.003,0.017,4.99066816620875e-13,12,Kcnd2
1.35354082378385e-12,1.67094472518942,0.484,0.384,2.7070816475677e-09,12,Csta2
1.35714370173255e-49,1.64039570162653,0.815,0.545,2.71428740346509e-46,12,S100a4
6.50886753104136e-24,1.63015134521974,0.737,0.64,1.30177350620827e-20,12,Klf4
5.05327080000783e-43,1.62725740783369,0.864,0.687,1.01065416000157e-39,12,Maml2
1.46040018766068e-30,1.6222286893874,0.623,0.442,2.92080037532136e-27,12,Ddx60
1.03861660961964e-24,1.62009425730745,0.601,0.429,2.07723321923928e-21,12,Pvt1
3.42806726271833e-82,1.61996960264721,0.968,0.881,6.85613452543665e-79,12,Tmsb10
1.84765898674372e-31,1.61979569208466,0.643,0.469,3.69531797348744e-28,12,Ahnak
2.4817364844598e-39,1.61973137045968,0.5,0.163,4.96347296891959e-36,12,Itih5
4.17801344704423e-39,1.61112804825213,0.013,0.236,8.35602689408846e-36,12,Timp1
2.85773366345016e-08,1.60210883985723,0.227,0.224,5.71546732690031e-05,12,Lck
9.60535042485966e-50,1.6014157917208,0.052,0.389,1.92107008497193e-46,12,Kif20b
6.46284452900004e-40,1.59143319701962,0.51,0.23,1.29256890580001e-36,12,Thsd7a
2.71715379790978e-12,1.58413299829182,0.273,0.392,5.43430759581957e-09,12,1700065D16Rik
3.24429071109677e-11,1.57834392060363,0.289,0.457,6.48858142219355e-08,12,Nupr1
5.66790816131181e-32,1.56198686044827,0.786,0.637,1.13358163226236e-28,12,Eif4g3
3.71088158396675e-28,1.55120212774055,0.036,0.225,7.4217631679335e-25,12,Slc22a27
7.22244969415914e-08,1.54310441816129,0.01,0.039,0.000144448993883183,12,Gm46565
6.08655555409379e-38,1.53504483900867,0.601,0.407,1.21731111081876e-34,12,Eepd1
3.34341310473761e-15,1.53391172036053,0.445,0.309,6.68682620947523e-12,12,Sntg1
1.25584367987572e-09,1.51339088393839,0.562,0.516,2.51168735975145e-06,12,Pola1
9.91183795831071e-08,1.50727225820638,0.61,0.551,0.000198236759166214,12,Serpinb1a
1.93005659837955e-12,1.49110413867076,0.549,0.47,3.8601131967591e-09,12,Taf4b
2.53726401221504e-40,1.47742817816137,0.828,0.679,5.07452802443008e-37,12,Stk17b
2.90837782983336e-50,1.43614321774074,0.938,0.775,5.81675565966673e-47,12,Ncoa7
1.02303941138186e-17,1.43429466844283,0.682,0.577,2.04607882276373e-14,12,Lrmda
1.52177972340535e-39,1.423392053169,0.601,0.379,3.0435594468107e-36,12,Vamp5
3.95741952067315e-18,1.40881407902632,0.266,0.474,7.9148390413463e-15,12,Gstm1
1.44243521609568e-44,1.40421810916542,0.782,0.626,2.88487043219135e-41,12,Rasgef1b
5.41707698567292e-47,1.40230747163427,0.578,0.35,1.08341539713458e-43,12,Stox2
2.10104557148936e-24,1.39611731023111,0.552,0.411,4.20209114297871e-21,12,Xdh
4.01020092954835e-10,1.39473749708808,0.256,0.411,8.0204018590967e-07,12,Abcg2
3.16967868633561e-27,1.39261265587195,0.818,0.674,6.33935737267122e-24,12,Hsp90b1
3.75511140628467e-33,1.38423353761596,0.756,0.606,7.51022281256934e-30,12,Mapk14
1.17373688824222e-32,1.37813429138648,0.604,0.414,2.34747377648443e-29,12,Arhgap10
1.04365176338679e-114,1.37702763426693,0.558,0.094,2.08730352677358e-111,12,Prr16
1.56783814037725e-37,1.3476215058182,0.766,0.596,3.1356762807545e-34,12,Sgms1
1.42942889837137e-130,1.33478476256543,0.571,0.115,2.85885779674274e-127,12,Adamts17
3.09474531733091e-17,1.32886118061362,0.591,0.494,6.18949063466182e-14,12,Ldha
8.66498120465601e-147,1.29838880116122,0.536,0.046,1.7329962409312e-143,12,AI838599
4.51989152037542e-29,1.29690815300791,0.643,0.504,9.03978304075084e-26,12,Prkca
5.79799869667529e-50,1.27548075134159,0.519,0.244,1.15959973933506e-46,12,Aif1l
4.65094308502625e-36,1.26464674462048,0.679,0.445,9.3018861700525e-33,12,Gm26740
5.41570519492016e-32,1.26145126540578,0.516,0.3,1.08314103898403e-28,12,Cdc20
3.55171870875259e-39,1.25426826617454,0.581,0.375,7.10343741750519e-36,12,Ckap4
1.77929389774556e-52,1.25222331902543,0.938,0.876,3.55858779549112e-49,12,Mbnl1
1.04594616504278e-87,1.24976313857765,0.649,0.256,2.09189233008557e-84,12,Igfbp7
3.49586145697992e-22,1.24225379033382,0.588,0.488,6.99172291395984e-19,12,Camk1
8.01163116374418e-08,1.24057217363163,0.224,0.208,0.000160232623274884,12,4933427D06Rik
3.14755311813208e-28,1.22774364179756,0.571,0.426,6.29510623626416e-25,12,Prxl2b
3.08092660970032e-80,1.21558735133407,0.529,0.159,6.16185321940064e-77,12,Mme
6.36773050937161e-66,1.20823371172623,0.052,0.144,1.27354610187432e-62,12,Foxp3
8.94607918807926e-20,1.20802213529325,0.89,0.825,1.78921583761585e-16,12,Runx1
4.31045388580278e-55,1.20773896236725,0.503,0.129,8.62090777160555e-52,12,F13a1
1.78868727993088e-51,1.20638411572523,0.006,0.11,3.57737455986176e-48,12,Wwtr1
1.85691382118825e-18,1.19957113830227,0.481,0.355,3.71382764237649e-15,12,Ctps
1.34638118581025e-07,1.18417973504825,0.354,0.506,0.00026927623716205,12,Calcrl
1.09818039847098e-16,1.18390320160232,0.857,0.802,2.19636079694195e-13,12,Nabp1
7.12631276195777e-08,1.18363376142687,0.802,0.771,0.000142526255239155,12,Mpp7
1.70651971967352e-11,1.17895302985983,0.403,0.181,3.41303943934703e-08,12,Nt5e
4.07317594122188e-08,1.17524882657773,0.438,0.33,8.14635188244375e-05,12,Egf
1.04308590210555e-31,1.1734699780077,0.682,0.468,2.0861718042111e-28,12,Gm47283
2.93046632910727e-19,1.16572292975043,0.604,0.504,5.86093265821454e-16,12,Ano6
6.78550895441969e-42,1.16344090082092,0.032,0.283,1.35710179088394e-38,12,Ifi213
1.63620051108205e-14,1.16228433759465,0.607,0.499,3.2724010221641e-11,12,Atad2
5.07902129806107e-21,1.15159733036493,0.747,0.636,1.01580425961221e-17,12,Pitpnc1
1.09684136743897e-33,1.14278345232786,0.133,0.288,2.19368273487795e-30,12,Vmn2r96
7.32738187696613e-07,1.1234921316078,0.37,0.193,0.00146547637539323,12,Stab1
3.80743902399652e-23,1.1091250486985,0.799,0.672,7.61487804799304e-20,12,Adgre5
9.05834868716533e-19,1.10354941571074,0.575,0.423,1.81166973743307e-15,12,Cyp4f16
5.04520999399627e-17,1.0769943901928,0.227,0.4,1.00904199879925e-13,12,Med12l
8.35106189618423e-07,1.07642409149843,0.325,0.465,0.00167021237923685,12,Tceal9
0,1.05982305940937,0.445,0.022,0,12,Sncaip
9.18913826049404e-37,1.05345972775217,0.442,0.197,1.83782765209881e-33,12,Zdbf2
9.9532075872741e-30,1.04161449082196,0.656,0.434,1.99064151745482e-26,12,Plpp1
3.82672088775602e-22,1.03494883302597,0.675,0.584,7.65344177551205e-19,12,Dusp10
1.59458222041456e-10,1.02538209486215,0.448,0.323,3.18916444082912e-07,12,Ptprm
2.31259267870037e-17,1.00073531507458,0.766,0.624,4.62518535740074e-14,12,Tcf4
2.42802546035614e-16,1.00060757977279,0.455,0.296,4.85605092071228e-13,12,Csmd1
3.54276155498929e-41,1.00016284163244,0.906,0.848,7.08552310997859e-38,12,Ptma
9.03284326353301e-118,10.8400559047859,0.805,0.391,1.8065686527066e-114,13,Iglc1
0,10.7905683083233,0.785,0.026,0,13,Mcpt4
5.91076219077349e-135,10.0463040669319,0.53,0.013,1.1821524381547e-131,13,Trdc
3.17846594653784e-142,9.91500034992639,0.781,0.211,6.35693189307568e-139,13,Cpa3
1.20984637750503e-33,9.74184295323356,0.646,0.384,2.41969275501005e-30,13,Gm2682
0,9.73444652273121,0.692,0.01,0,13,Iglv3
1.64395300820245e-28,9.39317876469429,0.182,0.146,3.28790601640491e-25,13,Igha
4.28109888840018e-280,9.30960018497285,0.752,0.102,8.56219777680036e-277,13,Il1rl1
0,8.85491516480765,0.781,0.088,0,13,Rab27b
6.86748042647385e-59,8.75857192897877,0.722,0.382,1.37349608529477e-55,13,Jchain
1.06360724752155e-133,8.71060182724079,0.285,0.019,2.12721449504309e-130,13,Gm43388
3.33425392344427e-61,8.65399372954927,0.765,0.342,6.66850784688855e-58,13,Igkc
7.51999169738309e-67,8.55835360427943,0.752,0.405,1.50399833947662e-63,13,Skap1
5.36189359711147e-09,8.41773829569859,0.278,0.221,1.07237871942229e-05,13,Dapl1
3.985950263901e-110,8.29787581147464,0.795,0.288,7.97190052780199e-107,13,Prkcq
5.05672659792073e-302,8.24268121785662,0.834,0.107,1.01134531958415e-298,13,Iglc2
4.29933474196208e-56,7.92308036236559,0.543,0.137,8.59866948392416e-53,13,Foxp3
