p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.19341650137269e-178,1.596907293904,0.791,0.534,4.38683300274539e-175,6,Ptpre
1.36633821424887e-88,1.5899502902863,0.803,0.622,2.73267642849774e-85,6,Hsd17b11
2.09319405712512e-39,1.56590887423345,0.338,0.489,4.18638811425023e-36,6,Tnf
3.78460343575291e-71,1.56267069943025,0.54,0.295,7.56920687150582e-68,6,Parvb
1.20764904632471e-135,1.53915465582764,0.775,0.547,2.41529809264942e-132,6,Lipa
1.75873016239951e-207,1.51897302758039,0.914,0.699,3.51746032479903e-204,6,Dnase1l3
2.22033404374558e-201,1.51884873401298,0.674,0.316,4.44066808749116e-198,6,4930452B06Rik
1.46432800721919e-19,1.51574327774418,0.557,0.455,2.92865601443838e-16,6,Ifi207
8.88799509135324e-238,1.51403858109281,0.958,0.873,1.77759901827065e-234,6,Mbnl1
7.65488920535936e-115,1.51142490248901,0.795,0.626,1.53097784107187e-111,6,Sik1
1.43817636880243e-48,1.51083745941596,0.566,0.34,2.87635273760485e-45,6,Samd12
0,1.50838744177075,0.956,0.92,0,6,Eef1b2
6.52118374058853e-43,1.50727646137712,0.66,0.531,1.30423674811771e-39,6,Acer3
4.42353774700502e-37,1.50251520396364,0.6,0.473,8.84707549401003e-34,6,Lmna
2.14437793600429e-95,1.50226837596766,0.784,0.588,4.28875587200858e-92,6,Rilpl2
4.8003687042778e-139,1.50189827646641,0.812,0.633,9.6007374085556e-136,6,Ier2
5.16650385600517e-161,1.49811508708895,0.803,0.574,1.03330077120103e-157,6,Fli1
7.0807758362574e-131,1.47519109103887,0.826,0.577,1.41615516725148e-127,6,Grn
2.5570436481836e-153,1.47484494626439,0.676,0.3,5.11408729636719e-150,6,Pde4c
1.34924509003849e-214,1.46708261694223,0.898,0.667,2.69849018007697e-211,6,Rgs2
1.17622207015947e-278,1.46453315314156,0.853,0.463,2.35244414031894e-275,6,Myo1f
5.6998565915266e-115,1.4620687731815,0.807,0.612,1.13997131830532e-111,6,Prkch
2.36654957329734e-12,1.46100456087201,0.595,0.526,4.73309914659469e-09,6,Cep128
5.00201977164807e-88,1.45564811646455,0.683,0.487,1.00040395432961e-84,6,Bzw2
2.44834404472709e-225,1.45520195677965,0.739,0.352,4.89668808945417e-222,6,Cd200r1
4.52595430212344e-08,1.45332220693847,0.003,0.108,9.05190860424687e-05,6,Coch
1.38840466247901e-08,1.45165877708089,0.416,0.438,2.77680932495802e-05,6,Gm14636
1.49644266121484e-216,1.44973128171119,0.859,0.556,2.99288532242967e-213,6,Chn2
1.65167110905041e-119,1.43614808222506,0.785,0.574,3.30334221810083e-116,6,Dusp10
1.73231244937907e-169,1.40785460692161,0.768,0.491,3.46462489875815e-166,6,Ano6
1.00956936776503e-110,1.40357602084515,0.835,0.628,2.01913873553007e-107,6,BC035044
3.87360990325813e-203,1.39531201805161,0.898,0.678,7.74721980651626e-200,6,Hdac9
1.0290039437546e-52,1.39529479984619,0.704,0.624,2.05800788750919e-49,6,Rasgef1b
1.51763451423907e-09,1.38156856643389,0.208,0.122,3.03526902847813e-06,6,Ccdc192
1.35215176779379e-159,1.3782347325835,0.891,0.662,2.70430353558759e-156,6,Adgre5
1.26789220524938e-163,1.37586329337947,0.666,0.34,2.53578441049876e-160,6,Ctps
1.10354008811588e-12,1.37263064600304,0.546,0.446,2.20708017623175e-09,6,Serpina3g
2.8904621450615e-164,1.3700460174138,0.817,0.528,5.78092429012301e-161,6,Ptpn22
4.45164870496715e-179,1.36944425871002,0.733,0.422,8.9032974099343e-176,6,Rasa3
2.36603460154552e-89,1.36393185962985,0.626,0.384,4.73206920309103e-86,6,Dkk3
1.30875927511243e-271,1.36295311759089,0.947,0.879,2.61751855022487e-268,6,Tmsb10
4.08042576779232e-178,1.36009038400673,0.734,0.414,8.16085153558465e-175,6,Itgal
0,1.33559659092504,0.467,0.024,0,6,Cd5l
3.58499559570467e-126,1.32819328486839,0.655,0.325,7.16999119140934e-123,6,Flt1
2.24248232721114e-08,1.32157596430844,0.504,0.371,4.48496465442229e-05,6,Slc7a8
1.69082774512823e-14,1.316321113905,0.489,0.314,3.38165549025646e-11,6,P2ry12
1.67102652163128e-14,1.31206818721715,0.443,0.223,3.34205304326255e-11,6,Adgb
2.36305561365538e-168,1.30040768290884,0.729,0.49,4.72611122731076e-165,6,Trf
4.72024269365717e-137,1.29906895229043,0.77,0.54,9.44048538731435e-134,6,Rnf144b
4.92212707421711e-186,1.29512098771476,0.483,0.061,9.84425414843421e-183,6,Derl3
1.02745935221341e-48,1.28864101560259,0.591,0.408,2.05491870442682e-45,6,Deptor
1.79720703285814e-255,1.28858619955753,0.8,0.475,3.59441406571629e-252,6,Cd300c2
6.69615153742094e-79,1.28459121020752,0.708,0.524,1.33923030748419e-75,6,Cd53
3.32726720425948e-11,1.27957310918261,0.413,0.098,6.65453440851896e-08,6,Sct
6.26312480452724e-23,1.27898019276573,0.501,0.305,1.25262496090545e-19,6,Cd226
2.42238020751352e-15,1.27876255886095,0.344,0.332,4.84476041502704e-12,6,Ifi204
0,1.27113886507555,0.668,0.071,0,6,Cd300e
7.70121445197876e-116,1.26652103326755,0.75,0.456,1.54024289039575e-112,6,Gm47283
7.83313946431846e-171,1.2643976799526,0.962,0.851,1.56662789286369e-167,6,Btg2
1.60249687081033e-153,1.26160244795951,0.664,0.276,3.20499374162067e-150,6,Slc14a1
2.03049650924709e-156,1.25253062661225,0.884,0.721,4.06099301849418e-153,6,Aif1
1.99940261440291e-60,1.25236544230993,0.755,0.622,3.99880522880583e-57,6,Gns
1.09460472637877e-98,1.25169222950643,0.935,0.82,2.18920945275753e-95,6,Runx1
2.75444343068462e-247,1.22759598438541,0.852,0.539,5.50888686136924e-244,6,Zfp36l2
1.55842045353295e-109,1.22712662808254,0.661,0.395,3.11684090706591e-106,6,Il18
6.02204084284593e-58,1.22146732725582,0.824,0.685,1.20440816856919e-54,6,Tiparp
3.84265549100981e-176,1.22087785269646,0.77,0.469,7.68531098201963e-173,6,Cd68
3.2160073642422e-297,1.19895158921793,0.995,0.969,6.4320147284844e-294,6,H2-Eb1
9.68115895705264e-29,1.19504150531642,0.683,0.595,1.93623179141053e-25,6,Ranbp1
5.67839621226842e-149,1.18786048209899,0.844,0.587,1.13567924245368e-145,6,Arl15
1.5776850997666e-297,1.18782711770491,0.996,0.958,3.1553701995332e-294,6,H2-Aa
4.80861130087941e-10,1.18748540077981,0.383,0.404,9.61722260175881e-07,6,Bst1
0,1.18640578884853,0.586,0.09,0,6,Adgrd1
3.23664166912046e-36,1.18018938904048,0.312,0.379,6.47328333824092e-33,6,Chchd10
0,1.17713220496581,1,0.979,0,6,Cd74
3.19665674563692e-103,1.16961140848379,0.719,0.509,6.39331349127384e-100,6,Tifa
1.8430119769843e-21,1.16924165039865,0.52,0.298,3.6860239539686e-18,6,Tgfbi
4.15361064177788e-92,1.16792176430001,0.947,0.845,8.30722128355576e-89,6,Vav3
4.42484115663915e-230,1.16656093274287,0.84,0.463,8.84968231327831e-227,6,Sptbn1
3.89352877026486e-50,1.16015497854086,0.783,0.723,7.78705754052973e-47,6,Lgals3
3.17172635493324e-173,1.15526786343337,0.946,0.723,6.34345270986648e-170,6,Cd86
4.79939793102027e-149,1.15225766057209,0.947,0.861,9.59879586204053e-146,6,Npm1
3.69764954516811e-08,1.1227558078591,0.583,0.568,7.39529909033622e-05,6,Zyx
2.48475802631518e-32,1.12067400774148,0.734,0.615,4.96951605263036e-29,6,Soat1
2.38777310681879e-179,1.11702144789767,0.965,0.843,4.77554621363759e-176,6,Npc2
1.73103737914245e-228,1.11694042204477,0.43,0.022,3.4620747582849e-225,6,Ccl7
3.72953101950303e-217,1.11204049401724,0.899,0.559,7.45906203900607e-214,6,Gsn
2.03974159072711e-141,1.10295400744997,0.689,0.329,4.07948318145421e-138,6,Atp8b4
1.33628967482404e-36,1.09176742208413,0.532,0.352,2.67257934964809e-33,6,Zmat4
2.06965341936381e-284,1.08630627279288,0.668,0.254,4.13930683872762e-281,6,Csgalnact1
2.55750212778198e-07,1.08178222985881,0.563,0.524,0.000511500425556395,6,Abcg3
4.57621041116781e-96,1.07993475979941,0.906,0.85,9.15242082233562e-93,6,Plek
4.33140333229257e-121,1.0630295195522,0.724,0.457,8.66280666458513e-118,6,Ahnak
5.19579890470028e-209,1.06259594441034,0.955,0.843,1.03915978094006e-205,6,Ptma
6.19255226372433e-78,1.06119803659891,0.824,0.666,1.23851045274487e-74,6,Rnf150
3.12857218325238e-62,1.06075731909727,0.834,0.669,6.25714436650476e-59,6,Elmsan1
4.67706544551142e-19,1.04132795308459,0.57,0.426,9.35413089102285e-16,6,Mif
6.79520065697338e-37,1.01444692290978,0.495,0.265,1.35904013139468e-33,6,1500015L24Rik
4.92905935921751e-108,1.01398990652172,0.563,0.273,9.85811871843503e-105,6,Nek10
1.92274943490465e-183,3.34020959610247,0.366,0.032,3.84549886980931e-180,7,Sorbs2os
8.84888517351192e-17,3.28352580284338,0.244,0.139,1.76977703470238e-13,7,Mansc4
6.09618681831714e-35,3.1378369176339,0.513,0.362,1.21923736366343e-31,7,Kif26b
4.49382859832966e-09,3.02637294593945,0.195,0.306,8.98765719665932e-06,7,1700123O12Rik
4.08297361607906e-19,2.99796682853435,0.265,0.147,8.16594723215813e-16,7,Tc2n
1.86562523351487e-47,2.95246015201212,0.462,0.291,3.73125046702974e-44,7,1700001K19Rik
9.65254637046905e-60,2.91569347479535,0.488,0.289,1.93050927409381e-56,7,Cadm2
3.27577441582e-142,2.79453845574703,0.45,0.101,6.55154883164e-139,7,Rgs7
6.65632293309765e-55,2.59995281461033,0.099,0.171,1.33126458661953e-51,7,Mt3
7.67174444069278e-55,2.5798160414395,0.453,0.234,1.53434888813856e-51,7,Grip1
7.75385798929584e-67,2.57479701190757,0.389,0.131,1.55077159785917e-63,7,Alkal2
3.00045637136893e-08,2.49106621263756,0.481,0.447,6.00091274273786e-05,7,Gm15614
1.58295600827573e-38,2.44418794501231,0.097,0.151,3.16591201655146e-35,7,Bglap3
1.82424226673941e-09,2.39093960835299,0.292,0.24,3.64848453347883e-06,7,Tmem266
1.03123974493625e-94,2.35922784620602,0.782,0.537,2.0624794898725e-91,7,Itgb8
5.22472447320126e-52,2.234413761155,0.322,0.121,1.04494489464025e-48,7,Lvrn
1.32589358633877e-29,2.20622217687503,0.658,0.612,2.65178717267755e-26,7,Dock9
4.17570221164573e-09,2.144137408245,0.471,0.452,8.35140442329146e-06,7,Psd3
6.05079282936333e-69,2.04274712897402,0.796,0.64,1.21015856587267e-65,7,Aff3
5.89766663756275e-32,2.02258281660084,0.57,0.467,1.17953332751255e-28,7,Yes1
2.05954150320704e-12,2.01825010430228,0.581,0.578,4.11908300641408e-09,7,Oprd1
2.42390300983752e-65,2.01561208600638,0.784,0.687,4.84780601967505e-62,7,Maml2
3.22342002291831e-127,1.97471888242497,0.92,0.783,6.44684004583662e-124,7,Slc22a23
3.52160109374937e-28,1.97007703771943,0.073,0.176,7.04320218749875e-25,7,Gm47771
2.74591094759041e-33,1.96692424685133,0.632,0.537,5.49182189518082e-30,7,Arhgap42
4.97410354660296e-11,1.94463733653635,0.581,0.575,9.94820709320592e-08,7,Tanc1
1.53108372191624e-44,1.91983271843332,0.554,0.38,3.06216744383248e-41,7,Colq
1.94465598282951e-78,1.91520070789048,0.86,0.79,3.88931196565902e-75,7,Gramd1b
1.50351266991193e-11,1.87736282538181,0.306,0.224,3.00702533982385e-08,7,Gm15287
1.7249412991529e-109,1.87607719296118,0.915,0.78,3.4498825983058e-106,7,Zdhhc14
1.35735794813954e-57,1.86932209140306,0.789,0.698,2.71471589627908e-54,7,Insr
9.25406411489552e-33,1.86664520352929,0.719,0.637,1.8508128229791e-29,7,Pam
3.77310035819313e-14,1.85944487269269,0.549,0.538,7.54620071638626e-11,7,Jazf1
4.19752938098546e-47,1.82345541339382,0.726,0.608,8.39505876197092e-44,7,Mab21l3
2.21230084244525e-18,1.77528410348353,0.421,0.316,4.42460168489051e-15,7,Pde4c
8.05317459108394e-07,1.76747391205499,0.359,0.357,0.00161063491821679,7,Alk
4.89694556077641e-25,1.76229320342888,0.712,0.662,9.79389112155281e-22,7,Pi4k2b
3.71937077284851e-53,1.71526809328687,0.827,0.761,7.43874154569702e-50,7,Glcci1
7.07564114640488e-157,1.7094771741091,0.968,0.848,1.41512822928098e-153,7,Arhgap31
2.6216035995777e-29,1.67392800086356,0.504,0.392,5.2432071991554e-26,7,Mest
4.12299317647877e-71,1.67192968453851,0.86,0.743,8.24598635295754e-68,7,Pbx1
6.35058462423174e-27,1.66451730915633,0.589,0.513,1.27011692484635e-23,7,Tshz3
1.0106346253304e-91,1.61857162530251,0.922,0.851,2.02126925066081e-88,7,Galnt7
2.2836253374875e-07,1.55430947419389,0.501,0.509,0.000456725067497499,7,4933406J09Rik
6.73273873001413e-45,1.54716255359421,0.804,0.733,1.34654774600283e-41,7,Hecw2
1.44009597470903e-23,1.54582653625425,0.701,0.675,2.88019194941807e-20,7,Dscaml1
1.5782080756124e-28,1.54504356244986,0.804,0.777,3.15641615122481e-25,7,Kif13b
1.59520365225785e-13,1.52768993977653,0.692,0.661,3.1904073045157e-10,7,5730522E02Rik
1.06090999877927e-10,1.51234159315677,0.568,0.597,2.12181999755854e-07,7,Mrnip
8.83361806958944e-27,1.51144091236634,0.54,0.4,1.76672361391789e-23,7,Ctnnal1
3.19931339221585e-07,1.51087188843228,0.542,0.552,0.000639862678443169,7,Rnf144b
3.05575441186422e-16,1.48884737459848,0.639,0.607,6.11150882372845e-13,7,P3h2
3.18667180666227e-36,1.48813006178277,0.531,0.394,6.37334361332454e-33,7,Vmn2r90
1.60099816934552e-108,1.48313426202283,0.025,0.089,3.20199633869105e-105,7,Padi4
1.05042864316162e-61,1.47200690091204,0.887,0.859,2.10085728632323e-58,7,Zc3h12c
2.45831107366567e-110,1.47160463134405,0.954,0.909,4.91662214733134e-107,7,Atp2b1
2.37704086966217e-82,1.47057876705874,0.938,0.911,4.75408173932435e-79,7,Rbpj
1.19359723006789e-79,1.45871049290205,0.483,0.199,2.38719446013577e-76,7,Bace2
2.7729606057755e-103,1.453243115544,0.965,0.896,5.545921211551e-100,7,Atxn1
2.32263066904339e-08,1.44605033061641,0.565,0.566,4.64526133808678e-05,7,Bcl2l1
8.57195366229045e-23,1.4381697869083,0.63,0.556,1.71439073245809e-19,7,Plppr4
2.36044596529035e-07,1.42922009448463,0.448,0.405,0.000472089193058069,7,Macc1
3.27479845272079e-12,1.42842311636904,0.549,0.522,6.54959690544158e-09,7,Clcn5
1.02130951848723e-13,1.42828518457763,0.326,0.512,2.04261903697446e-10,7,Rnf152
1.80897438028273e-17,1.42827609127851,0.699,0.737,3.61794876056547e-14,7,Ubash3b
1.36834657285285e-18,1.412135192127,0.719,0.777,2.73669314570569e-15,7,Rad51b
1.72372779303033e-47,1.40986161906849,0.805,0.717,3.44745558606065e-44,7,Ccser1
1.69871686490158e-17,1.40939344171476,0.46,0.353,3.39743372980316e-14,7,Acvr1c
1.69478415471547e-31,1.38690327476986,0.09,0.261,3.38956830943095e-28,7,Dgkk
4.81951740775396e-08,1.38323210113969,0.299,0.404,9.63903481550791e-05,7,Spock1
1.94472449992102e-14,1.38264633294798,0.492,0.423,3.88944899984205e-11,7,St5
1.73703426997828e-57,1.37777111360491,0.283,0.081,3.47406853995655e-54,7,Ecel1
3.23493651206637e-48,1.37380966403948,0.828,0.726,6.46987302413274e-45,7,Laptm4b
3.59683881433723e-13,1.36022901148458,0.627,0.609,7.19367762867446e-10,7,Fnip2
4.21609388471823e-18,1.33254731285495,0.71,0.675,8.43218776943646e-15,7,Scai
8.1998789169779e-28,1.30005155620663,0.789,0.808,1.63997578339558e-24,7,Plcl1
1.41154492795058e-92,1.29265905367591,0.954,0.925,2.82308985590115e-89,7,Rab8b
5.29232171442252e-24,1.2807913432137,0.816,0.794,1.0584643428845e-20,7,Gclc
8.0932539939062e-11,1.27878534893606,0.303,0.235,1.61865079878124e-07,7,Il34
1.98276778882544e-137,1.27112176947103,0.297,0.02,3.96553557765088e-134,7,Sostdc1
3.87712826670735e-10,1.25522956197036,0.127,0.272,7.75425653341469e-07,7,Dnah7a
3.0124284963624e-114,1.24709340405247,0.988,0.933,6.02485699272479e-111,7,Fmnl2
1.36561991622403e-16,1.22517786784425,0.761,0.755,2.73123983244807e-13,7,Rnf19a
1.40100648745485e-59,1.22289176319223,0.89,0.774,2.8020129749097e-56,7,Ncoa7
2.55109037522463e-133,1.21925218669143,0.996,0.953,5.10218075044926e-130,7,Epsti1
3.85819184093262e-153,1.21830980181963,1,0.999,7.71638368186524e-150,7,Malat1
4.74373026093066e-144,1.16649852806074,0.182,0.016,9.48746052186133e-141,7,Tmem252
5.82882640041592e-21,1.14175190915672,0.839,0.832,1.16576528008318e-17,7,Dnajc1
4.72456828311402e-19,1.12291690532861,0.545,0.464,9.44913656622803e-16,7,Fgfbp3
1.37484554234165e-19,1.11736045713392,0.611,0.548,2.74969108468331e-16,7,Mir155hg
1.38623559078459e-09,1.11131347263495,0.292,0.452,2.77247118156918e-06,7,Mcc
8.00518649715911e-18,1.1036903377627,0.152,0.234,1.60103729943182e-14,7,Izumo1r
3.37569732289539e-19,1.0760053967736,0.301,0.171,6.75139464579079e-16,7,Krt8
3.48198212438315e-17,1.05026495399966,0.602,0.559,6.9639642487663e-14,7,Il12b
2.40166314062957e-36,1.0488825995829,0.242,0.093,4.80332628125914e-33,7,Rab27b
2.70087754924937e-12,1.04578723903813,0.712,0.736,5.40175509849875e-09,7,Bcl2l14
2.33482357544253e-35,1.03178013918817,0.412,0.291,4.66964715088505e-32,7,Grm8
8.0578774343536e-09,1.02503823788575,0.727,0.769,1.61157548687072e-05,7,Chka
4.865139101457e-13,1.01233287236163,0.623,0.598,9.73027820291401e-10,7,Sgms1
4.0700567232161e-23,1.00156095552897,0.48,0.359,8.14011344643221e-20,7,Chsy3
1.87678427876095e-156,4.12900704329504,0.557,0.159,3.75356855752189e-153,8,Mt3
2.81087666406121e-81,3.42443015686111,0.508,0.247,5.62175332812242e-78,8,Calm4
1.37469388733592e-69,2.38092213672815,0.347,0.109,2.74938777467184e-66,8,Tinagl1
1.83298614577712e-256,2.3799222820642,0.996,0.781,3.66597229155424e-253,8,Txndc17
4.80039586384822e-59,2.02766325766541,0.793,0.64,9.60079172769644e-56,8,Cmc2
1.6199548018505e-207,1.99963849023289,0.987,0.83,3.239909603701e-204,8,Txn1
1.15427941036715e-57,1.99424338131682,0.407,0.162,2.3085588207343e-54,8,Gchfr
2.26421810246778e-126,1.92037621403512,0.618,0.226,4.52843620493556e-123,8,Psca
1.03796110242354e-188,1.90286863409597,0.996,0.917,2.07592220484708e-185,8,AW112010
4.79195731294842e-68,1.90107662100001,0.727,0.536,9.58391462589685e-65,8,Dut
3.02034826639571e-156,1.89450343723372,0.983,0.864,6.04069653279142e-153,8,Tspo
2.21442777304411e-48,1.86419157500749,0.512,0.327,4.42885554608823e-45,8,Tmem119
4.40492871231053e-61,1.83243833627652,0.802,0.651,8.80985742462107e-58,8,Tubb2b
4.75516625552839e-38,1.78206006825618,0.657,0.539,9.51033251105678e-35,8,Cks1b
8.8429482539486e-42,1.77497130093663,0.586,0.387,1.76858965078972e-38,8,Mt2
2.45977273238002e-138,1.65299561697251,0.486,0.133,4.91954546476005e-135,8,Pf4
3.42165473426064e-09,1.64994520946816,0.282,0.285,6.84330946852128e-06,8,Serpinb9b
2.16262242633914e-82,1.64977147222803,0.904,0.746,4.32524485267829e-79,8,Zmynd15
1.4841265876315e-228,1.64349081329446,1,0.971,2.96825317526299e-225,8,Ftl1
5.13578128176344e-178,1.62297477735208,1,0.958,1.02715625635269e-174,8,Ubb
6.04247619704268e-112,1.58061313052664,0.992,0.929,1.20849523940854e-108,8,Ccl5
1.54088803363705e-122,1.5621771805845,0.981,0.846,3.08177606727409e-119,8,Npc2
2.5850374369628e-87,1.54442500567498,0.911,0.825,5.17007487392559e-84,8,Gas5
1.85452459524795e-08,1.53134276872798,0.51,0.444,3.70904919049591e-05,8,Cd70
1.01191049405375e-113,1.50835715295967,0.983,0.864,2.02382098810749e-110,8,Serpinb6b
2.53619059760178e-53,1.50396073712826,0.851,0.714,5.07238119520356e-50,8,Ccl22
9.39038064304153e-31,1.48019717593254,0.456,0.271,1.87807612860831e-27,8,Ctla2b
1.46705913080272e-27,1.46420184642385,0.478,0.384,2.93411826160544e-24,8,Jchain
9.32886614066284e-82,1.41952368146587,0.957,0.882,1.86577322813257e-78,8,Tagln2
1.20905466626579e-61,1.39762356567406,0.847,0.669,2.41810933253159e-58,8,Glipr2
1.75826226309757e-144,1.37892195331442,0.979,0.921,3.51652452619514e-141,8,Eef1b2
1.3653236125049e-08,1.37814204593044,0.618,0.55,2.73064722500979e-05,8,Serpinb1a
1.31189291301246e-53,1.36214933330798,0.881,0.783,2.62378582602492e-50,8,Aldh1a2
2.94504659923875e-31,1.35544012377168,0.746,0.655,5.8900931984775e-28,8,Cd81
1.56187801723217e-25,1.34567435508385,0.52,0.344,3.12375603446434e-22,8,Igkc
3.3503364790953e-78,1.34452373843568,0.064,0.421,6.7006729581906e-75,8,Ctnna2
3.20674054528769e-13,1.27812510596407,0.089,0.27,6.41348109057539e-10,8,Mrc1
6.05298580579001e-118,1.26787612471192,0.49,0.136,1.210597161158e-114,8,Fabp6
9.03803046978246e-43,1.23949802210579,0.917,0.866,1.80760609395649e-39,8,Creg1
1.24904082702884e-14,1.2344261787763,0.618,0.539,2.49808165405769e-11,8,Ninj1
3.38416589993609e-28,1.18446409396029,0.804,0.714,6.76833179987218e-25,8,Idi1
6.39945400196943e-36,1.1723536756405,0.913,0.864,1.27989080039389e-32,8,Npm1
1.40896715509357e-78,1.16189940978197,0.637,0.359,2.81793431018714e-75,8,Hspb1
2.17442685379598e-18,1.15742081349286,0.582,0.463,4.34885370759196e-15,8,Fgfbp3
2.67719026218685e-54,1.14266553037291,0.495,0.281,5.35438052437371e-51,8,Acta2
2.76978295769099e-75,1.13907678462687,0.145,0.013,5.53956591538198e-72,8,Gas1
4.75945287834534e-137,1.13384222571291,0.998,0.962,9.51890575669068e-134,8,Calm1
3.46769694445048e-105,1.05406264759899,0.998,0.957,6.93539388890096e-102,8,Fth1
5.55571249158427e-74,1.05133398166382,0.403,0.148,1.11114249831685e-70,8,Ak8
1.79234798699708e-71,1.05128139490021,0.977,0.945,3.58469597399416e-68,8,Itm2b
1.21481283408441e-111,1.01786053704057,1,0.969,2.42962566816883e-108,8,Cst3
5.8089665070466e-09,12.127924420268,0.127,0.044,1.16179330140932e-05,9,Stfa2l1
1.42500431955812e-64,11.3668471320349,0.632,0.375,2.85000863911624e-61,9,Ngp
1.114439342612e-16,11.1991366381286,0.491,0.317,2.228878685224e-13,9,Camp
1.50649687654726e-16,10.7351068625259,0.356,0.216,3.01299375309451e-13,9,Ltf
3.68374868901596e-25,10.706006640132,0.269,0.123,7.36749737803192e-22,9,Lcn2
2.41783607084149e-23,10.4178351734493,0.125,0.042,4.83567214168298e-20,9,Itgb2l
2.49045745034888e-06,9.71411641070419,0.091,0.022,0.00498091490069777,9,Wfdc21
1.38759090949145e-61,8.41199099389685,0.097,0.003,2.7751818189829e-58,9,Tmem40
1.09263777515837e-07,8.40349252618041,0.162,0.285,0.000218527555031674,9,Cxcr2
1.63941165373757e-302,8.33579991815464,0.525,0.057,3.27882330747513e-299,9,C5ar1
3.80571720865236e-87,8.08414214468992,0.616,0.263,7.61143441730473e-84,9,Mmp8
3.25683659760487e-25,7.58898104170821,0.412,0.092,6.51367319520975e-22,9,Scrg1
1.70437074476036e-177,7.13144088163044,0.737,0.164,3.40874148952072e-174,9,Aspm
5.27572514041945e-197,6.92768742660735,0.733,0.209,1.05514502808389e-193,9,Ccnb1
9.39770715738269e-85,6.87214801523477,0.604,0.211,1.87954143147654e-81,9,Depdc1a
5.63731739452402e-90,6.83829291264157,0.626,0.185,1.1274634789048e-86,9,Ccna2
2.17472357827369e-132,6.83020688945335,0.733,0.283,4.34944715654738e-129,9,Cenpf
4.24889761138822e-142,6.80881970702376,0.713,0.293,8.49779522277643e-139,9,Hmmr
3.19755406790303e-202,6.80239837331415,0.663,0.153,6.39510813580605e-199,9,Plk1
5.29254303984919e-187,6.78622369046901,0.622,0.098,1.05850860796984e-183,9,E2f7
4.78729232579316e-191,6.76887273989863,0.796,0.248,9.57458465158632e-188,9,Kif11
6.09478115029222e-151,6.72229974320955,0.693,0.187,1.21895623005844e-147,9,Kif4
1.05067498490515e-13,6.71806117383132,0.164,0.086,2.1013499698103e-10,9,Padi4
9.28549056441531e-158,6.50662022160194,0.786,0.343,1.85709811288306e-154,9,Cdca3
9.3698264150663e-217,6.5062014025718,0.881,0.39,1.87396528301326e-213,9,Birc5
5.72124950857508e-163,6.47835156849726,0.762,0.263,1.14424990171502e-159,9,Neil3
1.55672051070269e-06,6.42124611738203,0.321,0.111,0.00311344102140539,9,Slfn4
4.61752444114649e-12,6.38697190183567,0.446,0.177,9.23504888229298e-09,9,Iqgap3
2.48275897757012e-129,6.36016096063682,0.741,0.325,4.96551795514023e-126,9,Cenpe
1.05524504734201e-87,6.33456188728932,0.673,0.289,2.11049009468401e-84,9,Hist1h3c
1.09534677648826e-164,6.31598451590509,0.798,0.305,2.19069355297651e-161,9,Pclaf
5.61070929076129e-65,6.31017869089259,0.22,0.017,1.12214185815226e-61,9,Ctsg
9.55584887363496e-19,6.294799988553,0.354,0.152,1.91116977472699e-15,9,Clec4d
5.7731384211882e-37,6.28657358636738,0.517,0.243,1.15462768423764e-33,9,Csf3r
2.58910171310004e-40,6.25673712818439,0.127,0.017,5.17820342620008e-37,9,Sgms2
1.63731441665906e-126,6.21557913343395,0.762,0.392,3.27462883331812e-123,9,Prc1
2.82198187581914e-161,6.18547581276805,0.766,0.292,5.64396375163828e-158,9,Cdc20
3.93783236651699e-45,6.10176101832393,0.36,0.137,7.87566473303397e-42,9,Cpa6
7.65519483474851e-39,6.09809855726318,0.566,0.273,1.5310389669497e-35,9,Rrm2
1.16507130924193e-46,5.9947794122824,0.636,0.396,2.33014261848386e-43,9,Cep55
1.02768797487966e-132,5.93647013470893,0.782,0.381,2.05537594975932e-129,9,Cit
5.13237977576322e-98,5.93007209773329,0.709,0.314,1.02647595515264e-94,9,Nusap1
3.11549670137529e-147,5.90723841795338,0.78,0.315,6.23099340275058e-144,9,Ube2c
1.62580689323634e-35,5.90715311804789,0.446,0.198,3.25161378647268e-32,9,F5
5.72082328300492e-80,5.89630070620717,0.592,0.252,1.14416465660098e-76,9,Slpi
0,5.8869609747063,0.554,0.022,0,9,Pbk
5.69169260076097e-188,5.86730148984167,0.883,0.465,1.13833852015219e-184,9,Top2a
8.00011816777758e-138,5.85417422980489,0.762,0.354,1.60002363355552e-134,9,Ccnb2
1.22518751850654e-09,5.8366430996048,0.166,0.129,2.45037503701308e-06,9,Aff2
5.53227835235741e-146,5.83072489633283,0.814,0.415,1.10645567047148e-142,9,Knl1
5.80353729581414e-18,5.82739442459666,0.329,0.181,1.16070745916283e-14,9,Chil3
2.34428424581591e-28,5.80965633857643,0.119,0.016,4.68856849163182e-25,9,Fpr2
1.42154997192257e-39,5.78772455467316,0.598,0.366,2.84309994384515e-36,9,Hist1h2ab
6.47406120828507e-73,5.78406144239318,0.077,0.237,1.29481224165701e-69,9,Prtn3
6.64302818742285e-21,5.75378279705379,0.485,0.263,1.32860563748457e-17,9,Hdc
1.57346987091529e-158,5.75062542241622,0.804,0.412,3.14693974183058e-155,9,Kif23
7.2909790101577e-11,5.72688533383236,0.234,0.207,1.45819580203154e-07,9,Mpo
